

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
220.782  000.100  000.100: require('luasnip.util.parser.neovim_ast')
229.233  000.137  000.137: require('luasnip.util.directed_graph')
229.260  008.696  008.459: require('luasnip.util.parser.ast_utils')
229.498  000.097  000.097: require('luasnip.util.functions')
229.515  000.248  000.151: require('luasnip.util.parser.ast_parser')
229.739  000.218  000.218: require('luasnip.util.parser.neovim_parser')
229.846  000.097  000.097: require('luasnip.util.str')
229.861  009.411  000.152: require('luasnip.util.parser')
230.100  000.099  000.099: require('luasnip.extras.filetype_functions')
230.247  000.110  000.110: require('luasnip.extras')
230.362  000.103  000.103: require('luasnip.extras.fmt')
230.648  000.101  000.101: require('luasnip.extras.conditions')
230.745  000.090  000.090: require('luasnip.extras.conditions.show')
230.890  000.428  000.237: require('luasnip.extras.conditions.expand')
230.896  000.527  000.098: require('luasnip.extras.expand_conditions')
231.007  000.095  000.095: require('luasnip.nodes.absolute_indexer')
231.457  001.589  000.656: require('luasnip.config')
231.469  015.672  000.277: require('luasnip')
231.697  000.107  000.107: require('luasnip.loaders.util')
231.708  000.232  000.126: require('luasnip.loaders.from_lua')
240.975  025.260  009.356: require('plugins.luasnip')
241.365  000.144  000.144: require('colorizer/nvim')
241.705  000.332  000.332: require('colorizer/trie')
242.018  000.936  000.461: require('colorizer')
243.977  002.985  002.048: require('plugins.colorizer')
244.366  000.095  000.095: require('prettier.utils')
244.397  000.227  000.133: require('prettier.options')
245.006  000.179  000.179: require('null-ls.methods')
245.032  000.330  000.151: require('null-ls.utils')
245.486  000.445  000.445: require('vim.diagnostic')
245.513  000.908  000.133: require('null-ls.config')
245.700  000.084  000.084: require('null-ls.helpers.cache')
245.828  000.120  000.120: require('null-ls.helpers.diagnostics')
245.926  000.090  000.090: require('null-ls.helpers.formatter_factory')
246.149  000.090  000.090: require('null-ls.logger')
246.255  000.100  000.100: require('null-ls.state')
246.263  000.330  000.141: require('null-ls.helpers.generator_factory')
246.467  000.100  000.100: require('null-ls.helpers.command_resolver')
246.473  000.205  000.105: require('null-ls.helpers.make_builtin')
246.575  000.095  000.095: require('null-ls.helpers.range_formatting_args_factory')
246.580  001.060  000.135: require('null-ls.helpers')
246.808  000.113  000.113: require('null-ls.diagnostics')
246.826  000.241  000.128: require('null-ls.sources')
246.927  000.093  000.093: require('null-ls.builtins')
246.933  002.420  000.117: require('null-ls')
247.021  000.083  000.083: require('prettier.cli')
247.035  002.631  000.128: require('prettier.null-ls')
247.041  002.963  000.104: require('prettier')
247.209  003.218  000.255: require('plugins.prettier')
247.369  000.085  000.085: require('git')
247.462  000.086  000.086: require('git.config')
247.643  000.425  000.253: require('plugins.git')
247.935  000.087  000.087: require('gitsigns.async')
248.028  000.084  000.084: require('gitsigns.status')
248.281  000.101  000.101: require('gitsigns.debug')
248.388  000.099  000.099: require('gitsigns.util')
248.612  000.117  000.117: require('gitsigns.uv')
248.619  000.225  000.108: require('gitsigns.subprocess')
249.042  000.083  000.083: require('gitsigns.message')
249.077  000.267  000.184: require('gitsigns.config')
249.166  000.081  000.081: require('gitsigns.signs.base')
249.175  000.445  000.097: require('gitsigns.signs')
249.185  000.560  000.116: require('gitsigns.hunks')
249.202  001.167  000.183: require('gitsigns.git')
249.417  000.086  000.086: require('gitsigns.cache')
249.513  000.087  000.087: require('gitsigns.debounce')
249.602  000.080  000.080: require('gitsigns.diff')
249.626  000.419  000.166: require('gitsigns.manager')
249.743  000.111  000.111: require('gitsigns.highlight')
249.764  002.050  000.182: require('gitsigns')
251.178  000.114  000.114: require('gitsigns.signs.vimfn')
254.973  007.323  005.158: require('plugins.gitsigns')
255.473  000.136  000.136: require('neoscroll.config')
255.588  000.105  000.105: require('neoscroll.utils')
255.739  000.597  000.355: require('neoscroll')
256.380  001.379  000.782: require('plugins.neoscroll')
256.839  000.133  000.133: require('cmp_nvim_lsp.source')
256.847  000.251  000.118: require('cmp_nvim_lsp')
256.949  000.090  000.090: require('lspconfig')
257.096  000.100  000.100: require('lspconfig.server_configurations.pylsp')
257.635  000.126  000.126: require('mason-lspconfig.server_configurations.pylsp')
258.082  000.124  000.124: require('lspconfig.server_configurations.clangd')
260.275  000.148  000.148: require('lspconfig.server_configurations.sumneko_lua')
262.116  005.727  004.888: require('plugins.lsp')
262.476  000.090  000.090: require('nvim-autopairs._log')
262.599  000.114  000.114: require('nvim-autopairs.utils')
262.938  000.121  000.121: require('nvim-autopairs.conds')
262.951  000.230  000.110: require('nvim-autopairs.rule')
262.957  000.351  000.120: require('nvim-autopairs.rules.basic')
262.976  000.751  000.196: require('nvim-autopairs')
263.209  000.120  000.120: require('nvim-autopairs.fastwrap')
263.725  000.110  000.110: require('nvim-autopairs.ts-conds')
263.733  000.223  000.113: require('nvim-autopairs.rules.ts_basic')
263.996  000.257  000.257: require('vim.treesitter.highlighter')
265.174  000.115  000.115: require('nvim-autopairs.completion.handlers')
265.195  000.248  000.133: require('nvim-autopairs.completion.cmp')
265.215  003.086  001.488: require('plugins.autopairs')
265.460  000.156  000.156: require('null-ls.builtins.formatting.prettierd')
265.604  000.132  000.132: require('null-ls.builtins.formatting.stylua')
265.735  000.121  000.121: require('null-ls.builtins.formatting.shfmt')
266.460  000.137  000.137: require('null-ls.client')
266.517  001.295  000.749: require('plugins.null-ls')
266.598  000.073  000.073: require('plugins.web-devicons')
267.060  000.089  000.089: require('zen-mode.util')
267.258  000.378  000.289: require('zen-mode.config')
267.381  000.111  000.111: require('zen-mode.plugins')
267.395  000.645  000.156: require('zen-mode.view')
267.401  000.733  000.088: require('zen-mode')
267.629  001.024  000.291: require('plugins.zen-mode')
271.689  000.097  000.097: require('doom-one.utils')
271.809  000.109  000.109: require('doom-one.colors')
271.859  000.560  000.354: require('doom-one')
274.483  004.205  003.645: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/doom-one.nvim/colors/doom-one.lua
278.586  000.282  000.282: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/syntax/synload.vim
278.954  000.056  000.056: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/filetype.nvim/filetype.vim
280.045  000.079  000.079: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/filetype.lua
281.257  000.938  000.938: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/filetype.vim
282.036  000.151  000.151: require('filetype')
282.100  005.314  003.807: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/syntax/syntax.vim
282.463  000.120  000.120: require('notify.stages.fade_in_slide_out')
282.530  014.890  005.252: require('plugins.colorscheme')
282.883  000.100  000.100: require('heirline.conditions')
283.028  000.137  000.137: require('heirline.utils')
283.366  000.095  000.095: require('heirline.highlights')
283.380  000.218  000.124: require('heirline.statusline')
283.388  000.329  000.111: require('heirline')
283.552  000.141  000.141: require('nvim-navic')
288.180  005.641  004.934: require('plugins.heirline')
288.234  197.287  003.237: sourcing /home/srdusr/.config/nvim/init.lua
288.256  006.736: sourcing vimrc file(s)
296.020  001.956  001.956: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/gzip.vim
296.187  000.077  000.077: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/health.vim
299.589  002.192  002.192: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/pack/dist/opt/matchit/plugin/matchit.vim
299.988  003.730  001.537: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/matchit.vim
300.502  000.408  000.408: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/matchparen.vim
300.649  000.078  000.078: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/netrwPlugin.vim
301.059  000.021  000.021: sourcing /home/srdusr/.local/share/nvim/rplugin.vim
301.080  000.367  000.346: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/rplugin.vim
301.332  000.192  000.192: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/shada.vim
301.468  000.052  000.052: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/spellfile.vim
301.599  000.062  000.062: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/tarPlugin.vim
301.726  000.059  000.059: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/tohtml.vim
301.918  000.124  000.124: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/tutor.vim
302.677  000.635  000.635: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/zipPlugin.vim
303.015  000.042  000.042: sourcing /usr/share/vim/vimfiles/plugin/fzf.vim
304.515  000.117  000.117: require('leap')
304.627  000.101  000.101: require('leap.user')
305.605  000.153  000.153: require('fidget.log')
305.624  000.325  000.173: require('fidget')
305.798  000.153  000.153: require('fidget.spinners')
306.503  000.080  000.080: require('crates.time')
306.512  000.188  000.108: require('crates.types')
306.522  000.296  000.109: require('crates.semver')
308.285  001.677  001.677: require('crates.config')
308.467  000.171  000.171: require('crates.toml')
308.478  001.951  000.103: require('crates.state')
308.524  002.435  000.188: require('crates.util')
308.536  002.557  000.122: require('crates.actions')
308.787  000.143  000.143: require('crates.api')
308.882  000.087  000.087: require('crates.async')
308.998  000.109  000.109: require('crates.diagnostic')
309.107  000.100  000.100: require('crates.ui')
309.120  000.577  000.138: require('crates.core')
309.342  000.117  000.117: require('crates.popup.common')
309.458  000.109  000.109: require('crates.popup.crate')
309.609  000.144  000.144: require('crates.popup.dependencies')
309.764  000.148  000.148: require('crates.popup.features')
309.894  000.124  000.124: require('crates.popup.versions')
309.906  000.781  000.138: require('crates.popup')
309.919  004.054  000.139: require('crates')
312.590  000.134  000.134: require('flit')
314.060  000.463  000.463: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/telescope.nvim/plugin/telescope.lua
315.970  012.810  007.461: sourcing /home/srdusr/.config/nvim/plugin/packer_compiled.lua
316.859  000.108  000.108: sourcing /tmp/.mount_nvim47xxmc/usr/share/nvim/runtime/plugin/man.lua
317.072  008.115: loading rtp plugins
319.034  000.093  000.093: require('Comment.config')
319.309  000.153  000.153: require('Comment.ft')
319.322  000.279  000.126: require('Comment.utils')
319.421  000.093  000.093: require('Comment.opfunc')
319.566  000.138  000.138: require('Comment.extra')
319.575  000.758  000.155: require('Comment.api')
319.782  001.045  000.287: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/Comment.nvim/plugin/Comment.lua
320.114  000.159  000.159: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/FixCursorHold.nvim/plugin/fix_cursorhold_nvim.vim
320.825  000.464  000.464: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/LuaSnip/plugin/luasnip.vim
321.583  000.139  000.139: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/crates.nvim/plugin/crates.vim
322.213  000.039  000.039: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/fzf/plugin/fzf.vim
323.474  000.699  000.699: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/leap.nvim/plugin/init.lua
323.988  000.069  000.069: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nightfox.nvim/plugin/nightfox.vim
324.636  000.361  000.361: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/numbers.vim/plugin/numbers.vim
325.325  000.182  000.182: require('cmp.utils.highlight')
326.107  001.068  000.886: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-cmp/plugin/cmp.lua
326.319  000.031  000.031: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-code-action-menu/plugin/code_action_menu.vim
326.632  000.077  000.077: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-colorizer.lua/plugin/colorizer.vim
327.098  000.165  000.165: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-dap/plugin/dap.lua
327.726  000.216  000.216: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-lspconfig/plugin/lspconfig.lua
328.455  000.103  000.103: require('nvim-treesitter.statusline')
328.618  000.154  000.154: require('nvim-treesitter.query_predicates')
328.632  000.412  000.156: require('nvim-treesitter')
329.740  001.603  001.191: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-treesitter/plugin/nvim-treesitter.lua
330.372  000.410  000.410: require('treesitter-context')
330.383  000.453  000.043: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-treesitter-context/plugin/treesitter-context.vim
330.959  000.284  000.284: require('nvim-treesitter-refactor')
331.222  000.577  000.293: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-treesitter-refactor/plugin/nvim-treesitter-refactor.vim
331.587  000.108  000.108: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/nvim-web-devicons/plugin/nvim-web-devicons.vim
332.039  000.079  000.079: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/plenary.nvim/plugin/plenary.vim
332.363  000.094  000.094: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/prettier.nvim/plugin/prettier.vim
332.840  000.027  000.027: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/startuptime.vim/plugin/startuptime.vim
333.113  000.044  000.044: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/symbols-outline.nvim/plugin/symbols-outline.vim
333.468  000.061  000.061: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/telescope-frecency.nvim/plugin/frecency.vim
334.061  000.122  000.122: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/telescope.nvim/plugin/telescope.lua
334.608  000.342  000.342: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/vim-cool/plugin/cool.vim
335.309  000.398  000.398: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/vim-tmux-navigator/plugin/tmux_navigator.vim
335.590  000.030  000.030: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/which-key.nvim/plugin/which-key.vim
335.862  000.044  000.044: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/zen-mode.nvim/plugin/zen-mode.vim
336.906  011.323: loading packages
344.861  000.283  000.283: require('cmp_buffer.timer')
344.873  000.406  000.122: require('cmp_buffer.buffer')
344.883  000.521  000.116: require('cmp_buffer.source')
344.888  000.636  000.115: require('cmp_buffer')
344.942  000.777  000.141: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/cmp-buffer/after/plugin/cmp_buffer.lua
345.383  000.199  000.199: require('cmp_cmdline')
345.533  000.434  000.235: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/cmp-cmdline/after/plugin/cmp_cmdline.lua
345.794  000.098  000.098: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
346.217  000.159  000.159: require('cmp_path')
346.350  000.410  000.251: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/cmp-path/after/plugin/cmp_path.lua
346.705  000.117  000.117: require('cmp_luasnip')
346.815  000.299  000.181: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/cmp_luasnip/after/plugin/cmp_luasnip.lua
347.266  000.131  000.131: require('crates.src.common')
347.274  000.233  000.102: require('crates.src.cmp')
347.352  000.378  000.145: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/crates.nvim/after/plugin/cmp_crates.lua
347.463  008.162: loading after plugins
347.495  000.032: inits 3
347.499  000.004: reading ShaDa
348.728  000.209  000.209: require('luasnip.nodes.snippetProxy')
348.741  000.409  000.200: require('luasnip.loaders.from_snipmate')
348.921  000.130  000.130: require('luasnip.loaders.from_vscode')
348.958  000.921: opening buffers
349.234  000.276: BufEnter autocommands
349.243  000.009: editing files in windows
367.416  000.398  000.398: require('gitsigns.current_line_blame')


times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

001.166  001.166: --- NVIM STARTING ---
027.378  026.211: event init
042.943  015.565: early init
044.517  001.574: locale set
049.691  005.174: init first window
059.086  009.394: inits 1
059.115  000.029: window checked
059.126  000.011: parsing arguments
070.283  000.269  000.269: require('vim.shared')
070.800  000.242  000.242: require('vim._meta')
070.813  000.509  000.267: require('vim._editor')
070.821  000.912  000.134: require('vim._init_packages')
070.828  010.790: init lua interpreter
070.977  000.149: expanding arguments
072.808  001.831: inits 2
074.232  001.425: init highlight
074.243  000.011: waiting for UI
077.239  002.996: done waiting for UI
077.289  000.050: init screen for UI
077.566  000.277: init default mappings
077.595  000.030: init default autocommands
088.298  003.885  003.885: sourcing /tmp/.mount_nvimR2tzXM/usr/share/nvim/runtime/ftplugin.vim
091.165  000.954  000.954: sourcing /tmp/.mount_nvimR2tzXM/usr/share/nvim/runtime/indent.vim
091.625  000.058  000.058: sourcing /usr/share/nvim/archlinux.vim
091.653  000.187  000.128: sourcing /etc/xdg/nvim/sysinit.vim
136.440  044.371  044.371: require('impatient')
137.620  001.160  001.160: require('impatient.profile')
137.759  000.115  000.115: require('user.utils')
141.998  000.286  000.286: require('packer.util')
142.156  000.763  000.476: require('packer')
143.194  000.484  000.484: require('packer.log')
143.208  000.744  000.260: require('packer.async')
143.788  000.423  000.423: require('packer.result')
143.799  000.583  000.160: require('packer.jobs')
143.820  001.590  000.263: require('packer.plugin_utils')
144.065  000.215  000.215: require('packer.snapshot')
145.554  000.121  000.121: require('mason-core.path')
145.579  000.282  000.161: require('mason.settings')
145.960  000.214  000.214: require('mason-core.functional')
146.220  000.107  000.107: require('mason-core.functional.data')
146.236  000.247  000.141: require('mason-core.functional.function')
146.480  000.209  000.209: require('mason-core.functional.relation')
146.664  000.155  000.155: require('mason-core.functional.logic')
146.707  001.119  000.293: require('mason-core.platform')
146.713  001.777  000.377: require('mason')
147.284  000.229  000.229: require('mason-core.functional.list')
147.340  000.589  000.360: require('mason.api.command')
147.725  000.170  000.170: require('mason-core.log')
147.737  000.389  000.219: require('mason-lspconfig')
147.852  000.109  000.109: require('mason-lspconfig.settings')
148.245  000.091  000.091: require('mason-core.notify')
148.264  000.239  000.148: require('mason-lspconfig.lspconfig_hook')
149.576  000.276  000.276: require('vim.lsp.log')
151.101  000.013  000.013: require('vim.F')
151.111  001.523  001.510: require('vim.lsp.protocol')
151.827  000.314  000.314: require('vim.lsp._snippet')
152.067  000.229  000.229: require('vim.highlight')
152.108  000.987  000.445: require('vim.lsp.util')
152.155  003.170  000.383: require('vim.lsp.handlers')
152.476  000.312  000.312: require('vim.lsp.rpc')
152.709  000.220  000.220: require('vim.lsp.sync')
153.010  000.289  000.289: require('vim.lsp.buf')
153.251  000.231  000.231: require('vim.lsp.diagnostic')
153.485  000.224  000.224: require('vim.lsp.codelens')
153.665  005.245  000.800: require('vim.lsp')
153.760  005.490  000.245: require('lspconfig.util')
154.217  000.149  000.149: require('mason-core.functional.table')
154.336  000.455  000.306: require('mason-lspconfig.mappings.server')
154.759  000.176  000.176: require('mason-core.async')
154.909  000.110  000.110: require('mason-core.async.uv')
154.928  000.461  000.174: require('mason-core.fs')
155.055  000.120  000.120: require('mason-core.optional')
155.173  000.107  000.107: require('mason-core.EventEmitter')
155.422  000.241  000.241: require('mason-registry.index')
155.452  001.106  000.177: require('mason-registry')
155.574  000.113  000.113: require('mason-lspconfig.server_config_extensions')
155.718  000.136  000.136: require('lspconfig.configs')
155.929  000.151  000.151: require('lspconfig.server_configurations.omnisharp')
156.255  000.124  000.124: require('mason-lspconfig.ensure_installed')
156.808  000.128  000.128: require('mason-core.result')
157.383  000.310  000.310: require('mason-core.process')
157.554  000.595  000.285: require('mason-core.spawn')
157.743  000.175  000.175: require('mason-core.receipt')
157.926  000.162  000.162: require('mason-core.functional.string')
157.971  001.152  000.220: require('mason-core.installer.context')
158.103  000.124  000.124: require('mason-core.installer.linker')
158.230  000.119  000.119: require('mason-core.async.control')
158.240  001.749  000.226: require('mason-core.installer')
158.396  000.150  000.150: require('mason-core.installer.handle')
159.042  000.126  000.126: require('mason-core.managers.powershell')
159.050  000.250  000.124: require('mason-core.fetch')
159.055  000.361  000.111: require('mason-core.managers.cargo.client')
159.501  000.222  000.222: require('mason-core.managers.std')
159.844  000.203  000.203: require('mason-core.providers')
159.879  000.367  000.164: require('mason-core.managers.github.client')
159.898  000.838  000.248: require('mason-core.managers.github')
160.026  001.490  000.291: require('mason-core.managers.cargo')
160.204  000.170  000.170: require('mason-core.managers.composer')
160.376  000.163  000.163: require('mason-core.managers.gem')
160.510  000.126  000.126: require('mason-core.managers.git')
160.684  000.165  000.165: require('mason-core.managers.go')
160.905  000.212  000.212: require('mason-core.managers.luarocks')
161.076  000.162  000.162: require('mason-core.managers.npm')
161.264  000.180  000.180: require('mason-core.managers.pip3')
161.282  002.863  000.195: require('mason-core.package.version-check')
161.293  005.027  000.266: require('mason-core.package')
161.466  000.132  000.132: require('mason-registry.python-lsp-server')
161.888  000.177  000.177: require('mason-registry.pyright')
162.151  000.216  000.216: require('mason-registry.clangd')
162.422  000.144  000.144: require('mason-registry.lua-language-server')
162.740  000.120  000.120: require('mason-core.functional.number')
162.802  000.367  000.247: require('mason-lspconfig.api.command')
163.048  022.083  002.774: require('user.pack')
166.458  003.398  003.398: require('user.opts')
166.638  000.013  000.013: require('vim.keymap')
169.371  002.897  002.884: require('user.keys')
169.502  000.119  000.119: require('user.utils')
170.533  000.204  000.204: require('vim.treesitter.language')
170.557  000.628  000.424: require('vim.treesitter.query')
171.680  000.248  000.248: require('vim.treesitter.languagetree')
171.778  000.582  000.334: require('vim.treesitter')
172.145  001.311  000.729: require('nvim-treesitter.parsers')
172.312  000.156  000.156: require('nvim-treesitter.utils')
172.325  001.627  000.159: require('nvim-treesitter.ts_utils')
172.338  001.773  000.146: require('nvim-treesitter.tsrange')
172.464  000.118  000.118: require('nvim-treesitter.caching')
172.491  002.701  000.183: require('nvim-treesitter.query')
172.529  002.932  000.231: require('nvim-treesitter.configs')
173.041  000.132  000.132: require('nvim-treesitter.info')
173.216  000.164  000.164: require('nvim-treesitter.shell_command_selectors')
173.268  000.565  000.269: require('nvim-treesitter.install')
175.917  006.404  002.907: require('plugins.treesitter')
176.306  000.114  000.114: require('telescope._extensions')
176.317  000.241  000.127: require('telescope')
177.235  000.116  000.116: require('plenary.bit')
177.354  000.109  000.109: require('plenary.functional')
177.420  000.042  000.042: require('ffi')
177.448  000.503  000.236: require('plenary.path')
177.465  000.636  000.132: require('plenary.strings')
177.575  000.103  000.103: require('telescope.deprecated')
178.093  000.264  000.264: require('plenary.log')
178.141  000.407  000.143: require('telescope.log')
178.493  000.168  000.168: require('plenary.job')
178.606  000.102  000.102: require('telescope.state')
178.624  000.474  000.204: require('telescope.utils')
178.686  001.103  000.222: require('telescope.sorters')
178.829  000.116  000.116: require('vim.inspect')
183.415  006.783  004.825: require('telescope.config')
183.747  000.136  000.136: require('plenary.window.border')
183.861  000.105  000.105: require('plenary.window')
183.968  000.099  000.099: require('plenary.popup.utils')
183.979  000.548  000.209: require('plenary.popup')
184.103  000.118  000.118: require('telescope.pickers.scroller')
184.229  000.118  000.118: require('telescope.actions.state')
184.380  000.125  000.125: require('telescope.actions.utils')
184.639  000.118  000.118: require('telescope.actions.mt')
184.675  000.287  000.169: require('telescope.actions.set')
184.982  000.168  000.168: require('telescope.config.resolve')
184.991  000.308  000.140: require('telescope.pickers.entry_display')
188.186  003.189  003.189: require('telescope.from_entry')
188.658  012.331  000.856: require('telescope.actions')
189.833  000.104  000.104: require('plenary.tbl')
189.846  000.221  000.117: require('plenary.vararg.rotate')
189.850  000.336  000.115: require('plenary.vararg')
189.953  000.097  000.097: require('plenary.errors')
189.966  000.566  000.133: require('plenary.async.async')
190.083  000.112  000.112: require('plenary.async.structs')
190.129  000.946  000.268: require('plenary.async.control')
190.646  000.369  000.369: require('telescope.make_entry')
191.180  000.140  000.140: require('plenary.async.util')
191.187  000.266  000.127: require('plenary.async.tests')
191.194  000.394  000.128: require('plenary.async')
191.201  000.538  000.144: require('telescope.finders.async_static_finder')
191.579  000.103  000.103: require('plenary.class')
191.618  000.287  000.184: require('telescope._')
191.626  000.419  000.132: require('telescope.finders.async_oneshot_finder')
191.753  000.121  000.121: require('telescope.finders.async_job_finder')
191.772  001.632  000.186: require('telescope.finders')
192.418  000.276  000.276: require('telescope.debounce')
192.739  000.310  000.310: require('telescope.mappings')
192.912  000.159  000.159: require('telescope.pickers.highlights')
193.114  000.184  000.184: require('telescope.pickers.window')
193.492  000.143  000.143: require('telescope.algos.linked_list')
193.504  000.377  000.234: require('telescope.entry_manager')
193.647  000.136  000.136: require('telescope.pickers.multi')
193.701  001.920  000.478: require('telescope.pickers')
193.728  004.754  000.256: require('telescope.builtin.__lsp')
193.811  005.136  000.382: require('telescope.builtin')
194.635  000.620  000.620: require('fzf_lib')
194.666  000.844  000.224: require('telescope._extensions.fzf')
195.438  000.211  000.211: require('telescope._extensions.file_browser.utils')
195.615  000.646  000.435: require('telescope._extensions.file_browser.actions')
196.076  000.284  000.284: require('telescope._extensions.file_browser.make_entry')
196.338  000.248  000.248: require('plenary.scandir')
196.407  000.783  000.251: require('telescope._extensions.file_browser.finders')
196.575  000.155  000.155: require('telescope._extensions.file_browser.picker')
196.769  000.186  000.186: require('telescope._extensions.file_browser.config')
196.777  001.988  000.217: require('telescope._extensions.file_browser')
200.659  024.727  004.188: require('plugins.telescope')
202.453  000.105  000.105: require('notify.util.queue')
202.469  000.250  000.145: require('notify.util')
202.794  000.319  000.319: require('notify.config.highlights')
202.813  000.741  000.172: require('notify.config')
202.935  000.115  000.115: require('notify.stages')
203.061  000.118  000.118: require('notify.service.notification')
204.157  000.188  000.188: require('notify.animate.spring')
204.164  000.377  000.190: require('notify.animate')
204.187  001.118  000.741: require('notify.windows')
205.252  000.304  000.304: require('notify.service.buffer.highlights')
205.294  000.861  000.557: require('notify.service.buffer')
205.321  001.129  000.268: require('notify.service')
205.646  000.316  000.316: require('notify.stages.util')
205.726  003.817  000.281: require('notify')
205.988  000.255  000.255: require('nvim-tree.iterators.node-iterator')
206.135  004.408  000.336: require('nvim-tree.utils')
206.199  004.623  000.215: require('nvim-tree.events')
206.876  000.187  000.187: require('nvim-tree.log')
207.165  000.281  000.281: require('nvim-tree.git.utils')
207.444  000.271  000.271: require('nvim-tree.git.runner')
207.723  000.272  000.272: require('nvim-tree.watcher')
207.783  001.359  000.349: require('nvim-tree.git')
208.021  000.233  000.233: require('nvim-tree.explorer.watch')
208.211  000.184  000.184: require('nvim-tree.explorer.common')
208.676  000.283  000.283: require('nvim-tree.explorer.node-builders')
208.935  000.250  000.250: require('nvim-tree.explorer.sorters')
209.123  000.180  000.180: require('nvim-tree.explorer.filters')
210.141  000.643  000.643: require('nvim-tree.view')
210.197  001.053  000.410: require('nvim-tree.live-filter')
210.221  002.002  000.236: require('nvim-tree.explorer.explore')
210.563  000.333  000.333: require('nvim-tree.explorer.reload')
210.592  004.384  000.273: require('nvim-tree.explorer')
210.624  009.162  000.155: require('nvim-tree.core')
211.028  000.395  000.395: require('nvim-tree.diagnostics')
211.310  000.261  000.261: require('nvim-tree.renderer.components.padding')
211.478  000.155  000.155: require('nvim-tree.renderer.components.icons')
211.654  000.165  000.165: require('nvim-tree.renderer.components.full-name')
211.802  000.138  000.138: require('nvim-tree.renderer.help')
212.000  000.186  000.186: require('nvim-tree.renderer.components.git')
212.150  000.138  000.138: require('nvim-tree.renderer.builder')
212.256  000.097  000.097: require('nvim-tree.marks')
212.269  010.950  000.250: require('nvim-tree.renderer')
212.382  000.100  000.100: require('nvim-tree.actions.tree-modifiers.collapse-all')
212.475  000.086  000.086: require('nvim-tree.actions.root.dir-up')
